Product Name,Product Cost,Product Rating,Product Specification,Page num
MSI GP65 Leopard Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Ge...,"₹99,990",4.7,"15.6 inches Full HD IPS Thin Bezel Display (144Hz, 45% NTSC Color Gamut)Intel Core i7 Processor (10th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) DisplaySHIFT, SteelSeries Engine 3, Matrix Display (Extend), Dragon Center, GamingMode, VR Ready, Cooler Boost 5, Nahimic 3, Nahimic VR, Giant Speaker2 Year Warranty Term for Gaming",6
ASUS VivoBook Core i5 11th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home) K513EA-BQ563TS Thin and L...,"₹68,990",,"Intel Core i5 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 2019, My Asus, Tru2Life, Splendid, System Diagnosis, AppDeals1 Year Onsite Warranty",6
Lenovo Legion Core i5 9th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics) Y540-15IRH-PG...,"₹61,990",,Intel Core i5 Processor (9th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty,6
ASUS Vivobook Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) X415EA-EK302TS Thin and Light Lapto...,"₹39,949",,"Intel Core i3 Processor (11th Gen)4 GB DDR4 RAM64 bit Windows 10 Operating System256 GB SSD35.56 cm (14 inch) DisplayWindows 10 Home, Ms-Office Home & Student 2019-Lifetime, Mcafee AntiVirus - 1 Year1 Year Onsite Warranty",6
Lenovo Ideapad S145 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) S145-15IIL Laptop,"₹43,990",3.9,Intel Core i5 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty,6
DELL Vostro Ryzen 3 Dual Core 3250U - (4 GB/1 TB HDD/Windows 10 Home) Vostro 3405 Thin and Light Lapto...,"₹31,490",3.9,AMD Ryzen 3 Dual Core Processor4 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD35.56 cm (14 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty,6
ASUS ROG Strix G17 Ryzen 5 Hexa Core AMD Ryzen™ 5 5600H 5th Gen - (16 GB/512 GB SSD/Windows 10/4 GB Gr...,"₹99,580",,AMD Ryzen 5 Hexa Core Processor (5th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD43.94 cm (17.3 inch) Display1 year,6
acer Swift 3 Core i5 11th Gen Intel EVO - (8 GB/512 GB SSD/Windows 10 Home) SF313-53-532J Thin and Lig...,"₹63,999",4.5,"Intel Evo platform feat 11th Gen Intel Core i5 processorIntel Core i5 Processor (11th Gen)8 GB LPDDR4X RAM64 bit Windows 10 Operating System512 GB SSD34.29 cm (13.5 inch) DisplayAcer Care Center, Quick Access, Acer Product Registration, Microsoft Office Home and Student 20191 Year International Travelers Warranty (ITW)",6
acer Predator Helios 300 Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/N...,"₹1,16,990",4.5,"Intel Core i7 Processor (10th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) DisplayPredatorSense, Acer Care Center, Planet9, Acer Product Registration, Quick Access1 Year Onsite Warranty",6
ASUS ZenBook Duo Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/2 GB Graphics) UX481FL-BM149T Thin...,"₹1,12,890",4.4,"Intel Core i7 Processor (10th Gen)16 GB LPDDR3 RAM64 bit Windows 10 Operating System1 TB SSD35.56 cm (14 inch) DisplayMy Asus, Splendid, Tru2Life1 Year Onsite Warranty",6
HP Core i7 10th Gen - (16 GB + 32 GB Optane/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RT...,"₹1,34,999",,"Intel Core i7 Processor (10th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayHP Documentation, HP e-service HP BIOS recovery, HP SSRM HP Smart, HP Jumpstarts, McAfee LiveSafe (12 months trial), HP Support Assistant, HP Audio Switch1 Year Onsite Warranty",6
ASUS Ryzen 5 Quad Core 3500U - (8 GB/1 TB HDD/Windows 10 Home) M415DA-EB501T Thin and Light Laptop,"₹42,980",4.4,"AMD Ryzen 5 Quad Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD35.56 cm (14 inch) DisplayMy Asus, AppDeals, System Diagnosis, Splendid1 Year Onsite Warranty",6
acer Core i7 8th Gen - (8 GB/1 TB HDD/Windows 10 Home) Z2-485 Thin and Light Laptop,"₹42,990",2.9,Intel Core i7 Processor (8th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD35.56 cm (14 inch) Display1 Year Onsite Warranty,6
MICROSOFT Surface Pro 7 Core i5 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) 1866 2 in 1 Laptop,"₹99,990",4.4,Intel Core i5 Processor (10th Gen)8 GB LPDDR4X RAM64 bit Windows 10 Operating System256 GB SSD31.24 cm (12.3 inch) Touchscreen Display1 Year Onsite Warranty,7
ASUS VivoBook Ultra 14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) X413EP-EK511...,"₹62,990",4.3,"Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home and Student 2019, Tru2Life, Splendid, My Asus1 Year Onsite Warranty",7
ASUS ZenBook 13 (2021) OLED Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home) UX325EA-KG701TS Thin a...,"₹1,04,638",,"Intel Core i7 Processor (11th Gen)16 GB LPDDR4X RAM64 bit Windows 10 Operating System1 TB SSD33.78 cm (13.3 inch) DisplayMicrosoft Office Home and Student 2019, My Asus, Splendid, Tru2Life1 Year Onsite Warranty",7
acer Aspire 5 Core i3 11th Gen - (4 GB/1 TB HDD/Windows 10 Home) A515-56 Thin and Light Laptop,"₹38,990",4.3,"Intel Core i3 Processor (11th Gen)4 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD39.62 cm (15.6 inch) DisplayAcer Care Center, Acer Product Registration, Quick Access1 Year International Travelers Warranty (ITW)",7
ASUS ROG Strix G15 (2021) Ryzen 9 Octa Core 5900HX - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVI...,"₹1,54,990",,AMD Ryzen 9 Octa Core Processor16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty,7
APPLE MacBook Pro M1 - (8 GB/512 GB SSD/Mac OS Big Sur) MYDC2HN/A,"₹1,39,990",4.7,"Apple M1 Processor8 GB DDR4 RAMMac OS Operating System512 GB SSD33.78 cm (13.3 inch) DisplayBuilt-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player1 Year Limited Warra­nty",7
Lenovo Ideapad Slim 5i Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) ide...,"₹69,990",4.5,Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty,7
MSI GP65 Leopard Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Ge...,"₹99,990",4.7,"15.6 inches Full HD IPS Thin Bezel Display (144Hz, 45% NTSC Color Gamut)Intel Core i7 Processor (10th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) DisplaySHIFT, SteelSeries Engine 3, Matrix Display (Extend), Dragon Center, GamingMode, VR Ready, Cooler Boost 5, Nahimic 3, Nahimic VR, Giant Speaker2 Year Warranty Term for Gaming",7
Lenovo IdeaPad Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) S145-15IIL Laptop,"₹35,990",3.7,Intel Core i3 Processor (10th Gen)4 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty,7
Lenovo Lenovo V Athlon Dual Core 3050U - (4 GB/1 TB HDD/Windows 10 Home) V-15 ADA Laptop,"₹26,990",,AMD Athlon Dual Core Processor4 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD39.62 cm (15.6 inches) Display1 Year Onsite Warranty,7
Lenovo Ideapad S145 Ryzen 5 Quad Core 3500U - (4 GB/1 TB HDD/Windows 10 Home) S145-15API Laptop,"₹38,490",3.7,AMD Ryzen 5 Quad Core Processor4 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty,7
Lenovo Ideapad S145 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) S145-15IIL Laptop,"₹43,990",3.9,Intel Core i5 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty,7
acer Aspire 5 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) A515-45-R0HB Thin and Light ...,"₹59,990",,"AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayAcer Care Center, Acer Configuration Manager, Norton Internet Security (Trial), Quick Access, Acer Product RegistrationOne-year International Travelers Warranty (ITW)",7
HP Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) 15s-EQ2040AU Thin and Light Laptop,"₹53,790",4.5,"AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office 2019 & Office 365, HP Documentation, HP BIOS Recovery, HP Smart1 Year Onsite Warranty",7
Lenovo ThinkPad E15 Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) E15 Laptop,"₹46,990",4.4,Intel Core i3 Processor (11th Gen)4 GB DDR4 RAM64 bit Windows 10 Operating System256 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student 20191 Year Onsite Warranty,7
acer Predator Helios 300 Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/N...,"₹1,16,990",4.5,"Intel Core i7 Processor (10th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) DisplayPredatorSense, Acer Care Center, Planet9, Acer Product Registration, Quick Access1 Year Onsite Warranty",7
MICROSOFT Surface Laptop 3 Core i5 10th Gen - (8 GB/128 GB SSD/Windows 10 Home) 1867 Laptop,"₹89,990",4.6,Intel Core i5 Processor (10th Gen)8 GB LPDDR4X RAM64 bit Windows 10 Operating System128 GB SSD34.29 cm (13.5 inch) Touchscreen Display1 Year Limited Hardware Warranty,7
DELL Latitude 5300 Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Pro) Latitude 5300 Laptop,"₹59,990",4,"Intel Core i5 Processor (8th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System256 GB SSD33.78 cm (13.3 inch) DisplayNA3 Years Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail",7
acer Aspire 3 Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) A315-58 Thin and Light Laptop,"₹35,990",4.1,"Intel Core i3 Processor (11th Gen)4 GB DDR4 RAM64 bit Windows 10 Operating System256 GB SSD39.62 cm (15.6 inch) DisplayAcer Care Center, Acer Product Registration, Quick Access1 Year Onsite Warranty",7
acer Core i7 8th Gen - (8 GB/1 TB HDD/Windows 10 Home) Z2-485 Thin and Light Laptop,"₹42,990",2.9,Intel Core i7 Processor (8th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD35.56 cm (14 inch) Display1 Year Onsite Warranty,7
HP 14s Celeron Dual Core - (8 GB/256 GB SSD/Windows 10 Home) 14s-dq3017TU Thin and Light Laptop,"₹29,990",4,"Intel Celeron Dual Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System256 GB SSD35.56 cm (14 inch) DisplayHP Documentation, HP Smart, Microsoft Office Home & Student 20191 Year Onsite Warranty",7
APPLE MacBook Pro with Touch Bar Core i5 10th Gen - (16 GB/512 GB SSD/Mac OS Catalina) MWP72HN/A,"₹1,69,990",4.5,"Intel Core i5 Processor (10th Gen)16 GB LPDDR4X RAMMac OS Operating System512 GB SSD33.02 cm (13 inch) DisplayBuilt-in Apps: Photos, iMovie, GarageBand, Pages, Numbers, Keynote, Siri, Safari, Mail, FaceTime, Messages, Maps, News, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Music, Podcasts, TV, Books, App Store, Time Machine, Find My, QuickTime Player1 Year Limited Hardware Warranty",7
APPLE MacBook Pro Core i9 9th Gen - (16 GB/1 TB SSD/Mac OS Catalina/4 GB Graphics) MVVM2HN/A,"₹2,24,990",4.2,"Intel Core i9 Processor (9th Gen)16 GB DDR4 RAMMac OS Operating System1 TB SSD40.64 cm (16 inch) DisplayBuilt-in Apps: iMovie, Photos, GarageBand, Pages, Numbers, Keynote, Siri, Safari, Mail, FaceTime, Messages, Maps, News, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Music, Podcasts, TV, Books, App Store, Time Machine, Find My, QuickTime Player1 Year Onsite Warranty",7
HP 14s Ryzen 3 Quad Core 4300U - (8 GB/512 GB SSD/Windows 10 Home) 14s-fr0016AU Thin and Light Laptop,"₹39,490",4.4,"AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office 2019 and Office 365, HP Smart, HP Documentation, HP SSRM1 Year Onsite Warranty",7
HP Envy Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics) 15-ep0123TX Laptop,"₹1,43,990",4.3,Intel Core i7 Processor (10th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty,8
ASUS Ryzen 5 Quad Core - (8 GB/1 TB HDD/Windows 10 Home) M515DA-BQ501T Thin and Light Laptop,"₹40,990",4,"AMD Ryzen 5 Quad Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD39.62 cm (15.6 inch) DisplayLink to MyASUS (All Models, Bluetooth Needed), Splendid (All Models), AppDeals (All Models), Tru2Life (Intel Platform Models)1 Year Onsite Warranty",8
DELL XPS Core i5 11th Gen Intel EVO - (8 GB/512 GB SSD/Windows 10 Home) XPS 9310 Thin and Light Laptop,"₹1,52,149",,Intel Evo platform feat 11th Gen Intel Core i5 processorIntel Core i5 Processor (11th Gen)8 GB LPDDR4X RAM64 bit Windows 10 Operating System512 GB SSD33.78 cm (13.3 inch) Display1 Year Onsite Warranty,8
acer Aspire 3 Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) A315-58 Thin and Light Laptop,"₹35,990",4.1,"Intel Core i3 Processor (11th Gen)4 GB DDR4 RAM64 bit Windows 10 Operating System256 GB SSD39.62 cm (15.6 inch) DisplayAcer Care Center, Acer Product Registration, Quick Access1 Year Onsite Warranty",8
ASUS Core i7 10th Gen - (32 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 2060) UX581LV...,"₹2,24,990",,"Intel Core i7 Processor (10th Gen)32 GB DDR4 RAM64 bit Windows 10 Operating System1 TB SSD39.62 cm (15.6 inch) Touchscreen DisplayMy Asus, Splendid, Tru2Life1 Year Onsite Warranty",8
ALIENWARE Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 2070) m1...,"₹2,43,990",4,"Intel Core i7 Processor (10th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20191 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail",8
DELL Core i5 5th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) 7548 Laptop,"₹69,500",1.6,"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)Intel Core i5 Processor (5th Gen)8 GB DDR3 RAM64 bit Windows 10 Operating System1 TB HDD39.62 cm (15.6 inch) Touchscreen Display1 Year Onsite Warranty",8
acer Aspire 5 Core i3 11th Gen - (4 GB/1 TB HDD/Windows 10 Home) A515-56 Thin and Light Laptop,"₹38,990",4.3,"Intel Core i3 Processor (11th Gen)4 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD39.62 cm (15.6 inch) DisplayAcer Care Center, Acer Product Registration, Quick Access1 Year International Travelers Warranty (ITW)",8
ASUS ZenBook Duo Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) UX481FL-HJ551TS Th...,"₹86,490",,"Intel Core i5 Processor (10th Gen)8 GB LPDDR3 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayMy Asus, Splendid, Tru2Life, Microsoft Office Home and Student 20191 Year Onsite Warranty",8
DELL XPS 13 Core i7 8th Gen - (16 GB/512 GB SSD/Windows 10 Home) 9370 Thin and Light Laptop,"₹1,14,990",,Intel Core i7 Processor (8th Gen)16 GB DDR3 RAM64 bit Windows 10 Operating System512 GB SSD33.78 cm (13.3 inch) DisplayMicrosoft Office Home and Student 20161 Year Onsite Warranty,8
MSI GE66 Raider Core i7 10th Gen - (32 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 20...,"₹1,94,990",5,"Intel Core i7 Processor (10th Gen)32 GB DDR4 RAM64 bit Windows 10 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayDragon Center, Cooler Boost 5, Nahimic VR, True Color 2.0, Nahimic 32 Years Carry In Warranty",8
Lenovo Ideapad S145 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) S145-15IIL Laptop,"₹43,990",3.9,Intel Core i5 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty,8
DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10) Inspiron 5418 Notebook,"₹65,857",,Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inches) Display1 Year Onsite Warranty,8
Lenovo Ideapad Gaming 3 Ryzen 7 Octa Core 4800H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graph...,"₹69,990",4.4,AMD Ryzen 7 Octa Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,8
APPLE MacBook Pro with Touch Bar Core i5 10th Gen - (16 GB/1 TB SSD/Mac OS Catalina) MWP82HN/A,"₹1,74,900",4.7,"Intel Core i5 Processor (10th Gen)16 GB LPDDR4X RAMMac OS Operating System1 TB SSD33.02 cm (13 inch) DisplayBuilt-in Apps: Photos, iMovie, GarageBand, Pages, Numbers, Keynote, Siri, Safari, Mail, FaceTime, Messages, Maps, News, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Music, Podcasts, TV, Books, App Store, Time Machine, Find My, QuickTime Player1 Year Limited Hardware Warranty",8
acer Predator Helios 300 Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/N...,"₹1,16,990",4.5,"Intel Core i7 Processor (10th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) DisplayPredatorSense, Acer Care Center, Planet9, Acer Product Registration, Quick Access1 Year Onsite Warranty",8
Vaio SE Series Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) NP14V1IN003P Thin and Light Laptop,"₹59,990",4.1,Intel Core i5 Processor (8th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office 3652 Years Onsite Warranty,8
Lenovo ThinkPad x390 Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Pro) ThinkPad X390 Thin and Light ...,"₹1,29,990",,Intel Core i7 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD33.78 cm (13.3 inch) Display1 Year Onsite Warranty,8
MICROSOFT Surface Laptop 3 Ryzen 5 Quad Core 3580U - (8 GB/128 GB SSD/Windows 10 Home) 1873 Laptop,"₹99,990",4.7,AMD Ryzen 5 Quad Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System128 GB SSD38.1 cm (15 inch) Touchscreen Display1 Year Limited Hardware Warranty,8
acer Core i7 8th Gen - (8 GB/1 TB HDD/Windows 10 Home) Z2-485 Thin and Light Laptop,"₹42,990",2.9,Intel Core i7 Processor (8th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD35.56 cm (14 inch) Display1 Year Onsite Warranty,8
ALIENWARE Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce GTX 1660 T...,"₹1,74,990",4.9,"Intel Core i7 Processor (10th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20191 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail",8
Mi Notebook Horizon Edition 14 Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) JYU4...,"₹59,999",4.4,"Intel Core i7 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayMi Blaze Unlock (Unlock NoteBook with Help of a Mi Band), Mi Smart Share1 Year Manufacturer Warranty from the Date of Purchase",8
ASUS VivoBook S S14 Core i5 11th Gen - (8 GB + 32 GB Optane/512 GB SSD/Windows 10 Home) S433EA-AM501TS...,"₹62,990",5,"Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home and Student 2019, My Asus, Splendid, Tru2Life1 Year Onsite Warranty",8
HP 14s Ryzen 3 Quad Core 4300U - (8 GB/512 GB SSD/Windows 10 Home) 14s-fr0016AU Thin and Light Laptop,"₹39,490",4.4,"AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office 2019 and Office 365, HP Smart, HP Documentation, HP SSRM1 Year Onsite Warranty",8
ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce G...,"₹68,990",,Intel Core i5 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,9
acer Predator Helios 300 Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/N...,"₹1,16,990",4.5,"Intel Core i7 Processor (10th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) DisplayPredatorSense, Acer Care Center, Planet9, Acer Product Registration, Quick Access1 Year Onsite Warranty",9
ASUS Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) K513EA-BQ303TS Thin and Light Laptop,"₹44,590",,Intel Core i3 Processor (11th Gen)4 GB DDR4 RAMWindows 10 Operating System256 GB SSD39.62 cm (15.6 inch) DisplayOffice Home and Student 20191 Year Onsite,9
acer Aspire 3 Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) A315-58 Thin and Light Laptop,"₹35,990",4.1,"Intel Core i3 Processor (11th Gen)4 GB DDR4 RAM64 bit Windows 10 Operating System256 GB SSD39.62 cm (15.6 inch) DisplayAcer Care Center, Acer Product Registration, Quick Access1 Year Onsite Warranty",9
Lenovo Yoga Slim 7 Ryzen 7 Octa Core 4800U - (8 GB/512 GB SSD/Windows 10 Home) 14ARE05 Thin and Light ...,"₹77,990",4.4,AMD Ryzen 7 Octa Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty,9
Lenovo Ideapad 720S Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) 720S-13IKB Thin and Light Lapt...,"₹74,990",4.5,"Intel Core i5 Processor (8th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD33.78 cm (13.3 inch) DisplayMicrosoft Office Home and Student 2016, Lenovo App Explorer, Lenovo Companion 3.01 Year Onsite Warranty",9
ASUS Vivobook Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) X415EA-EK301T Thin and Light Laptop,"₹37,980",,Intel Core i3 Processor (11th Gen)4 GB DDR4 RAM64 bit Windows 10 Operating System256 GB SSD35.56 cm (14 inch) DisplayWindows 10 Home1 Year Onsite Warranty,9
acer Aspire 5 Core i3 11th Gen - (4 GB/1 TB HDD/Windows 10 Home) A515-56 Thin and Light Laptop,"₹38,990",4.3,"Intel Core i3 Processor (11th Gen)4 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD39.62 cm (15.6 inch) DisplayAcer Care Center, Acer Product Registration, Quick Access1 Year International Travelers Warranty (ITW)",9
ASUS ZenBook Pro Duo 15 (2021) Core i7 10th Gen - (32 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/Intel ...,"₹2,90,990",,"Intel Core i7 Processor (10th Gen)32 GB DDR4 RAM64 bit Windows 10 Operating System1 TB SSD39.62 cm (15.6 inch) Touchscreen DisplayMyASUS, ScreenXpert, Office Home and Student 2019 with lifetime validity, McAfee Anti-virus for 1 Year, Splendid (All Models), Tru2Life (Intel Platform Models), AppDeals (All Models), Link to MyASUS (All Models, Bluetooth Needed)1 Year Onsite Warranty",9
acer Predator 17 Core i7 7th Gen - (16 GB/2 TB HDD/256 GB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeF...,"₹1,86,555",,"Intel Core i7 Processor (7th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System2 TB HDD|256 GB SSD43.94 cm (17.3 inch) DisplayAcer Care Center, Acer Portal, Acer Quick Access, Microsoft Office Home and Student 20161 Year International Travelers Warranty (ITW)",9
